"rec_id","role","reflink","reference"
36,"general","Anstett, 1986","Anstett, T.F., 1986, Availability of rare-earth, yttrium, and related thorium oxides - market economy countries: U.S. Bureau of Mines Information Circular 9111, 19 p."
36,"general","Castor, 1994","Castor, S.B., 1994, Rare earth minerals, in Carr, D.D., ed., Industrial minerals and rocks, 6th edition: Littleton, Colorardo, Society for Mining, Metallurgy, and Exploratin, Inc., p. 827-839."
36,"resource","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
36,"general","M�ller, 1989a","M�ller, P., 1989a, Rare earth mineral deposits and their industrial importance, in"
36,"resource","Singer, 1998","Singer, D.A., 1998, Revised grade and tonnage model of carbonatite deposits: U.S. Geological Survey Open-File Report 98-0235, 7 p."
36,"general","Pell, 1996","Pell, Jennifer, 1996, Chapter 13- Mineral deposits associated with carbonatites and related alkaline igneous rocks, in Mitchell, R.H., ed., Undersaturated alkaline rocks: Mineralogy, petrogenesis, and economic potential: Mineralogical Association of Canada Short Course 24, p. 271-310."
36,"general","Thompson, 1990","Thompson, J.V., 1990, Titanium pigments from Colorado perovskite: Soceity for Mining, Metallurgy, and Exploration, Inc., Preprint 90-126, 16 p."
36,"location","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
36,"general","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
37,"general","Mariano, 1989","Mariano, A.N., 1989, Economic geology of rare earth minerals, in Lipin, B.R., and McKay, G.A., eds., Geochemistry and mineralogy of the rare earth elements: Washington, D.C., Mineralogical Society of America Reviews in Mineralogy 21, p. 309-348."
37,"general","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
38,"resource","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
38,"general","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
38,"general","McManus and Schneider, 1994","McManus, M.N.C., and Schneider, G.I.C., 1994, Namibia: industrial minerals, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 111-134."
38,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
38,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
39,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
39,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
40,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
40,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
41,"general","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
41,"location","Nokleberg and others, 1997","Nokleberg, W.J., Bundtzen, T.K., Dawson, K.M., Eremin R.A., Goryachev, N.A., Koch R.D., Ratkin, V.V., Rozenblum, I.S., Shpikerman, V.I., Frolov, Y.F., Gorodinsky, M.E., Melnikov, V.D., Diggles, M.F., Ognyanov, N.V., Petrachenko, E.D., Petrachenko, R.I., Pozdeev, A.I., Ross, K.V., Wood, D.H., Grybeck, Donald, Khanchuk, A.I., Kovbas, L.I., Nekrasov, I.Ya., and Sidorov, A.A., 1997, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-B, 1 CD-ROM."
41,"resource","Nokleberg and others, 1997","Nokleberg, W.J., Bundtzen, T.K., Dawson, K.M., Eremin R.A., Goryachev, N.A., Koch R.D., Ratkin, V.V., Rozenblum, I.S., Shpikerman, V.I., Frolov, Y.F., Gorodinsky, M.E., Melnikov, V.D., Diggles, M.F., Ognyanov, N.V., Petrachenko, E.D., Petrachenko, R.I., Pozdeev, A.I., Ross, K.V., Wood, D.H., Grybeck, Donald, Khanchuk, A.I., Kovbas, L.I., Nekrasov, I.Ya., and Sidorov, A.A., 1997, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-B, 1 CD-ROM."
41,"general","Nokleberg and others, 1997","Nokleberg, W.J., Bundtzen, T.K., Dawson, K.M., Eremin R.A., Goryachev, N.A., Koch R.D., Ratkin, V.V., Rozenblum, I.S., Shpikerman, V.I., Frolov, Y.F., Gorodinsky, M.E., Melnikov, V.D., Diggles, M.F., Ognyanov, N.V., Petrachenko, E.D., Petrachenko, R.I., Pozdeev, A.I., Ross, K.V., Wood, D.H., Grybeck, Donald, Khanchuk, A.I., Kovbas, L.I., Nekrasov, I.Ya., and Sidorov, A.A., 1997, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-B, 1 CD-ROM."
42,"location","ESCAP, 1995","Economic and Social Commission for Asia and the Pacific, 1995, Geology and mineral resources of Afghanistan: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 12, 85 p."
42,"general","ESCAP, 1995","Economic and Social Commission for Asia and the Pacific, 1995, Geology and mineral resources of Afghanistan: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 12, 85 p."
42,"general","Abdullah and others, 1977","Abdullah, Sh., Chmyriov, V.M., Stazhilo-Alekseev, K.F., Dronov, V.I., Gannan, P.J., Rossovskiy, L.N., Kafarskiy, A.Kh., and Malyarov, E.P., 1977, Mineral resources of Afghanistan (2nd edition): Kabul, Afghanistan, Republic of Afghanistan Geological and Mineral Survey, 419 p."
42,"general","Alkhazov and others, 1978","Alkhazov, V.Yu., Atakishiyev, Z.M., and Azimi, N.A., 1978, Geology and mineralresources of the early Quaternary Khanneshin carbonatite volcano (southern Afghanistan): International Geology Review, v. 20, no. 3, p. 281-285."
43,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
43,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
44,"resource","Castor, 1994","Castor, S.B., 1994, Rare earth minerals, in Carr, D.D., ed., Industrial minerals and rocks, 6th edition: Littleton, Colorardo, Society for Mining, Metallurgy, and Exploratin, Inc., p. 827-839."
44,"general","Castor, 1994","Castor, S.B., 1994, Rare earth minerals, in Carr, D.D., ed., Industrial minerals and rocks, 6th edition: Littleton, Colorardo, Society for Mining, Metallurgy, and Exploratin, Inc., p. 827-839."
44,"general","Morteani and Satir, 1989","Morteani, G., and Satir, M., 1989, The bastnaesite-fluorite-barite deposit of the Kizilcaoren district, Eskisehir, Turkey, in Moeller, P, Cerny, P., and Saupe, F., eds., Lanthanides, tantalum, and niobium; mineralogy, geochemistry, characteristics of primary ore deposits, prospecting, processing and application: New York, Springer, p. 189-194."
45,"location","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
45,"general","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
46,"location","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
46,"general","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
47,"general","McManus and Schneider, 1994","McManus, M.N.C., and Schneider, G.I.C., 1994, Namibia: industrial minerals, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 111-134."
47,"general","Mariano, 2001","Mariano, A.N., 2001, Xenotime-bearing carbonatite veins from Lofdal, Damaraland, Namibia: confidential report to AMR Technologies Inc."
47,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
47,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
48,"general","de Kun, 1987","de Kun, N., 1987, Mineral economics of Africa: New York, Elsevier, Developments in Economic Geology 22, p. 241-243."
48,"general","Mathers, 1994","Mathers, S.J., 1994, A profile of the industrial mineral resource potential of Uganda, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey andAssociation of Geoscientists for International Development, AGID Report Series Geosciences in International Development 18, p. 145-166."
48,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
48,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
49,"general","Alberti and others, 1999","Alberti, A.. Castorina, F., Censi, P., Comin-Chiaramonti, P., and Gomes, C.B., 1999, Geochemical characteristics of Cretaceous carbonatites from Angola: Journal of African Earth Sciences, v. 29, p. 735-759."
49,"location","Premoli, 1994","Premoli, Camillo, 1994, Industrial minerals in Angola and Mozambiqueﾗa multi-country approach, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 135-144."
49,"general","Premoli, 1994","Premoli, Camillo, 1994, Industrial minerals in Angola and Mozambiqueﾗa multi-country approach, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 135-144."
49,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
50,"location","ESCAP, 1999","Economic and Social Commission for Asia and the Pacific, 1999, Geology and mineral resources of Mongolia: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 14, 192 p."
50,"resource","ESCAP, 1999","Economic and Social Commission for Asia and the Pacific, 1999, Geology and mineral resources of Mongolia: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 14, 192 p."
50,"general","ESCAP, 1999","Economic and Social Commission for Asia and the Pacific, 1999, Geology and mineral resources of Mongolia: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 14, 192 p."
50,"general","Kovalenko and others, 1976","Kovalenko, V.I. Fladykin, N.V., Konusova, V.v., Smirnova, Ye.,V., and Goreglyad, A.V., 1976, Concentrated rare-element mineralization in the southern part of the Gobi Desert, Mongolian People's Republic: Dokl. Akad. Nauk SSSR, v. 230, p. 213-216."
50,"general","Kovalenko and Yarmolyuk, 1995","Kovalenko, V.I., and Yarmolyuk, V.V., 1995, Endogenous rare metal ore formations and rare metal metallogeny of Mongolia: Economic Geology, v. 90, no. 3, p. 520-529."
50,"general","Neary and Highley, 1984","Neary, C.R., and Highley, D.E., 1984, The economic importance of the rare earth elements, in Henderson, P., ed., Rare earth element geochemistry: New York, Elsevier, Developments in Geochemistry 2, p. 423-466."
51,"general","Alberti and others, 1999","Alberti, A.. Castorina, F., Censi, P., Comin-Chiaramonti, P., and Gomes, C.B., 1999, Geochemical characteristics of Cretaceous carbonatites from Angola: Journal of African Earth Sciences, v. 29, p. 735-759."
51,"location","Premoli, 1994","Premoli, Camillo, 1994, Industrial minerals in Angola and Mozambiqueﾗa multi-country approach, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 135-144."
51,"general","Premoli, 1994","Premoli, Camillo, 1994, Industrial minerals in Angola and Mozambiqueﾗa multi-country approach, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 135-144."
51,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
